date,region_id,region,value,change,lagged_change
1996-01-31,394358,"Baltimore, MD",115806.0,,
1996-02-29,394358,"Baltimore, MD",115774.0,-0.02763241973645636,
1996-03-31,394358,"Baltimore, MD",115771.0,-0.0025912553768603352,-0.02763241973645636
1996-04-30,394358,"Baltimore, MD",115821.0,0.04318870874397973,-0.0025912553768603352
1996-05-31,394358,"Baltimore, MD",115884.0,0.054394280829894726,0.04318870874397973
1996-06-30,394358,"Baltimore, MD",115962.0,0.06730868799833534,0.054394280829894726
1996-07-31,394358,"Baltimore, MD",115985.0,0.019834083579106654,0.06730868799833534
1996-08-31,394358,"Baltimore, MD",115960.0,-0.02155451135922304,0.019834083579106654
1996-09-30,394358,"Baltimore, MD",115888.0,-0.06209037599171907,-0.02155451135922304
1996-10-31,394358,"Baltimore, MD",115803.0,-0.07334667955266605,-0.06209037599171907
1996-11-30,394358,"Baltimore, MD",115779.0,-0.020724851687781154,-0.07334667955266605
1996-12-31,394358,"Baltimore, MD",115793.0,0.012092002867536422,-0.020724851687781154
1997-01-31,394358,"Baltimore, MD",115743.0,-0.0431805031392174,0.012092002867536422
1997-02-28,394358,"Baltimore, MD",115709.0,-0.02937542659167125,-0.0431805031392174
1997-03-31,394358,"Baltimore, MD",115666.0,-0.03716219135936338,-0.02937542659167125
1997-04-30,394358,"Baltimore, MD",115602.0,-0.05533173101862632,-0.03716219135936338
1997-05-31,394358,"Baltimore, MD",115516.0,-0.07439317658863853,-0.05533173101862632
1997-06-30,394358,"Baltimore, MD",115429.0,-0.07531424218290006,-0.07439317658863853
1997-07-31,394358,"Baltimore, MD",115496.0,0.05804433894429639,-0.07531424218290006
1997-08-31,394358,"Baltimore, MD",115620.0,0.10736302555933719,0.05804433894429639
1997-09-30,394358,"Baltimore, MD",115763.0,0.12368102404427539,0.10736302555933719
1997-10-31,394358,"Baltimore, MD",115833.0,0.06046837072293254,0.12368102404427539
1997-11-30,394358,"Baltimore, MD",115856.0,0.01985617224797842,0.06046837072293254
1997-12-31,394358,"Baltimore, MD",115786.0,-0.06041983151497954,0.01985617224797842
1998-01-31,394358,"Baltimore, MD",115830.0,0.03800114003420507,-0.06041983151497954
1998-02-28,394358,"Baltimore, MD",115856.0,0.022446689113353457,0.03800114003420507
1998-03-31,394358,"Baltimore, MD",115950.0,0.08113520232011506,0.022446689113353457
1998-04-30,394358,"Baltimore, MD",115981.0,0.026735661923238396,0.08113520232011506
1998-05-31,394358,"Baltimore, MD",116040.0,0.050870401186409175,0.026735661923238396
1998-06-30,394358,"Baltimore, MD",116067.0,0.023267838676321873,0.050870401186409175
1998-07-31,394358,"Baltimore, MD",115922.0,-0.12492784340079055,0.023267838676321873
1998-08-31,394358,"Baltimore, MD",115853.0,-0.05952278256068366,-0.12492784340079055
1998-09-30,394358,"Baltimore, MD",115863.0,0.00863162801136852,-0.05952278256068366
1998-10-31,394358,"Baltimore, MD",116032.0,0.14586192313335022,0.00863162801136852
1998-11-30,394358,"Baltimore, MD",116044.0,0.01034197462768116,0.14586192313335022
1998-12-31,394358,"Baltimore, MD",116149.0,0.09048292027162841,0.01034197462768116
1999-01-31,394358,"Baltimore, MD",116247.0,0.08437438118278351,0.09048292027162841
1999-02-28,394358,"Baltimore, MD",116534.0,0.24688809173569748,0.08437438118278351
1999-03-31,394358,"Baltimore, MD",116724.0,0.16304254552319541,0.24688809173569748
1999-04-30,394358,"Baltimore, MD",116911.0,0.16020698399643596,0.16304254552319541
1999-05-31,394358,"Baltimore, MD",117061.0,0.12830272600525827,0.16020698399643596
1999-06-30,394358,"Baltimore, MD",117250.0,0.16145428451832533,0.12830272600525827
1999-07-31,394358,"Baltimore, MD",117564.0,0.2678038379530845,0.16145428451832533
1999-08-31,394358,"Baltimore, MD",117746.0,0.15480929536253463,0.2678038379530845
1999-09-30,394358,"Baltimore, MD",117966.0,0.18684286515040505,0.15480929536253463
1999-10-31,394358,"Baltimore, MD",118190.0,0.18988522116543116,0.18684286515040505
1999-11-30,394358,"Baltimore, MD",118723.0,0.45096877908452626,0.18988522116543116
1999-12-31,394358,"Baltimore, MD",119216.0,0.4152523099989036,0.45096877908452626
2000-01-31,394358,"Baltimore, MD",119666.0,0.37746611193127944,0.4152523099989036
2000-02-29,394358,"Baltimore, MD",119948.0,0.23565590894656374,0.37746611193127944
2000-03-31,394358,"Baltimore, MD",120363.0,0.34598325941241903,0.23565590894656374
2000-04-30,394358,"Baltimore, MD",120745.0,0.31737327916385727,0.34598325941241903
2000-05-31,394358,"Baltimore, MD",121154.0,0.3387303822104393,0.31737327916385727
2000-06-30,394358,"Baltimore, MD",121512.0,0.29549168826452643,0.3387303822104393
2000-07-31,394358,"Baltimore, MD",121886.0,0.3077885311738804,0.29549168826452643
2000-08-31,394358,"Baltimore, MD",122333.0,0.36673613048259224,0.3077885311738804
2000-09-30,394358,"Baltimore, MD",122719.0,0.315532194910606,0.36673613048259224
2000-10-31,394358,"Baltimore, MD",123204.0,0.39521182538970745,0.315532194910606
2000-11-30,394358,"Baltimore, MD",123573.0,0.29950326288108453,0.39521182538970745
2000-12-31,394358,"Baltimore, MD",124031.0,0.37063112492210504,0.29950326288108453
2001-01-31,394358,"Baltimore, MD",124460.0,0.3458812716175874,0.37063112492210504
2001-02-28,394358,"Baltimore, MD",124887.0,0.34308211473565997,0.3458812716175874
2001-03-31,394358,"Baltimore, MD",125237.0,0.2802533490275261,0.34308211473565997
2001-04-30,394358,"Baltimore, MD",125755.0,0.4136157844726318,0.2802533490275261
2001-05-31,394358,"Baltimore, MD",126267.0,0.4071408691503242,0.4136157844726318
2001-06-30,394358,"Baltimore, MD",126861.0,0.4704317042457662,0.4071408691503242
2001-07-31,394358,"Baltimore, MD",127413.0,0.43512190507721815,0.4704317042457662
2001-08-31,394358,"Baltimore, MD",128131.0,0.5635217756429833,0.43512190507721815
2001-09-30,394358,"Baltimore, MD",128915.0,0.6118737854227341,0.5635217756429833
2001-10-31,394358,"Baltimore, MD",129588.0,0.5220494124035246,0.6118737854227341
2001-11-30,394358,"Baltimore, MD",130270.0,0.5262832978362164,0.5220494124035246
2001-12-31,394358,"Baltimore, MD",130973.0,0.5396484225071108,0.5262832978362164
2002-01-31,394358,"Baltimore, MD",131933.0,0.732975498766919,0.5396484225071108
2002-02-28,394358,"Baltimore, MD",133028.0,0.8299667255349252,0.732975498766919
2002-03-31,394358,"Baltimore, MD",134237.0,0.908831223501827,0.8299667255349252
2002-04-30,394358,"Baltimore, MD",135349.0,0.828385616484284,0.908831223501827
2002-05-31,394358,"Baltimore, MD",136646.0,0.9582634522604438,0.828385616484284
2002-06-30,394358,"Baltimore, MD",137959.0,0.9608770106699138,0.9582634522604438
2002-07-31,394358,"Baltimore, MD",139322.0,0.9879746881319873,0.9608770106699138
2002-08-31,394358,"Baltimore, MD",140527.0,0.8649028868376929,0.9879746881319873
2002-09-30,394358,"Baltimore, MD",141774.0,0.8873739566062078,0.8649028868376929
2002-10-31,394358,"Baltimore, MD",143171.0,0.9853710835555196,0.8873739566062078
2002-11-30,394358,"Baltimore, MD",144654.0,1.035824294026022,0.9853710835555196
2002-12-31,394358,"Baltimore, MD",146196.0,1.0659919532124862,1.035824294026022
2003-01-31,394358,"Baltimore, MD",147650.0,0.9945552545897351,1.0659919532124862
2003-02-28,394358,"Baltimore, MD",149279.0,1.1032847951236047,0.9945552545897351
2003-03-31,394358,"Baltimore, MD",150909.0,1.0919151387670079,1.1032847951236047
2003-04-30,394358,"Baltimore, MD",152523.0,1.0695187165775444,1.0919151387670079
2003-05-31,394358,"Baltimore, MD",153902.0,0.9041259351048714,1.0695187165775444
2003-06-30,394358,"Baltimore, MD",155354.0,0.9434575249184451,0.9041259351048714
2003-07-31,394358,"Baltimore, MD",157065.0,1.1013556136308056,0.9434575249184451
2003-08-31,394358,"Baltimore, MD",158680.0,1.028236717282649,1.1013556136308056
2003-09-30,394358,"Baltimore, MD",160478.0,1.133098058986648,1.028236717282649
2003-10-31,394358,"Baltimore, MD",162236.0,1.095477261680733,1.133098058986648
2003-11-30,394358,"Baltimore, MD",164199.0,1.2099657289381005,1.095477261680733
2003-12-31,394358,"Baltimore, MD",166211.0,1.2253424198685803,1.2099657289381005
2004-01-31,394358,"Baltimore, MD",168327.0,1.2730806023668606,1.2253424198685803
2004-02-29,394358,"Baltimore, MD",170576.0,1.336089872688273,1.2730806023668606
2004-03-31,394358,"Baltimore, MD",172705.0,1.2481240033767937,1.336089872688273
2004-04-30,394358,"Baltimore, MD",175039.0,1.351437422193924,1.2481240033767937
2004-05-31,394358,"Baltimore, MD",177599.0,1.4625312073309304,1.351437422193924
2004-06-30,394358,"Baltimore, MD",180329.0,1.537170817403255,1.4625312073309304
2004-07-31,394358,"Baltimore, MD",182702.0,1.3159281091782216,1.537170817403255
2004-08-31,394358,"Baltimore, MD",185648.0,1.6124618230780152,1.3159281091782216
2004-09-30,394358,"Baltimore, MD",188884.0,1.7430836852538212,1.6124618230780152
2004-10-31,394358,"Baltimore, MD",192437.0,1.8810486859659914,1.7430836852538212
2004-11-30,394358,"Baltimore, MD",196043.0,1.8738600165248975,1.8810486859659914
2004-12-31,394358,"Baltimore, MD",199431.0,1.7281922843457753,1.8738600165248975
2005-01-31,394358,"Baltimore, MD",202813.0,1.6958246210468708,1.7281922843457753
2005-02-28,394358,"Baltimore, MD",205371.0,1.261260372855788,1.6958246210468708
2005-03-31,394358,"Baltimore, MD",208376.0,1.4632056132560134,1.261260372855788
2005-04-30,394358,"Baltimore, MD",211484.0,1.491534533727501,1.4632056132560134
2005-05-31,394358,"Baltimore, MD",215168.0,1.7419757523027712,1.491534533727501
2005-06-30,394358,"Baltimore, MD",218894.0,1.7316701368233156,1.7419757523027712
2005-07-31,394358,"Baltimore, MD",223189.0,1.962136924721558,1.7316701368233156
2005-08-31,394358,"Baltimore, MD",227604.0,1.9781440841618592,1.962136924721558
2005-09-30,394358,"Baltimore, MD",231025.0,1.5030491555508618,1.9781440841618592
2005-10-31,394358,"Baltimore, MD",234228.0,1.386430040038955,1.5030491555508618
2005-11-30,394358,"Baltimore, MD",236970.0,1.1706542343357773,1.386430040038955
2005-12-31,394358,"Baltimore, MD",240240.0,1.3799215090517736,1.1706542343357773
2006-01-31,394358,"Baltimore, MD",242870.0,1.0947385947385868,1.3799215090517736
2006-02-28,394358,"Baltimore, MD",245860.0,1.231111294107956,1.0947385947385868
2006-03-31,394358,"Baltimore, MD",248437.0,1.0481574880013111,1.231111294107956
2006-04-30,394358,"Baltimore, MD",251184.0,1.1057129171580637,1.0481574880013111
2006-05-31,394358,"Baltimore, MD",253212.0,0.8073762660042005,1.1057129171580637
2006-06-30,394358,"Baltimore, MD",254985.0,0.7002037818112816,0.8073762660042005
2006-07-31,394358,"Baltimore, MD",256237.0,0.4910092750553874,0.7002037818112816
2006-08-31,394358,"Baltimore, MD",256727.0,0.19122921357961342,0.4910092750553874
2006-09-30,394358,"Baltimore, MD",257608.0,0.34316608693281125,0.19122921357961342
2006-10-31,394358,"Baltimore, MD",258037.0,0.16653209527655033,0.34316608693281125
2006-11-30,394358,"Baltimore, MD",258566.0,0.20500935912290963,0.16653209527655033
2006-12-31,394358,"Baltimore, MD",258534.0,-0.01237595043431794,0.20500935912290963
2007-01-31,394358,"Baltimore, MD",258786.0,0.09747267283992667,-0.01237595043431794
2007-02-28,394358,"Baltimore, MD",259113.0,0.12635923117942927,0.09747267283992667
2007-03-31,394358,"Baltimore, MD",259274.0,0.062135053046352695,0.12635923117942927
2007-04-30,394358,"Baltimore, MD",259484.0,0.0809953948332609,0.062135053046352695
2007-05-31,394358,"Baltimore, MD",259552.0,0.026205854696237374,0.0809953948332609
2007-06-30,394358,"Baltimore, MD",259544.0,-0.0030822340032043982,0.026205854696237374
2007-07-31,394358,"Baltimore, MD",259266.0,-0.10711093302099295,-0.0030822340032043982
2007-08-31,394358,"Baltimore, MD",259168.0,-0.03779901722554824,-0.10711093302099295
2007-09-30,394358,"Baltimore, MD",258903.0,-0.10225027781207707,-0.03779901722554824
2007-10-31,394358,"Baltimore, MD",258586.0,-0.12243967818063028,-0.10225027781207707
2007-11-30,394358,"Baltimore, MD",257487.0,-0.4250036738261187,-0.12243967818063028
2007-12-31,394358,"Baltimore, MD",256341.0,-0.445071013293874,-0.4250036738261187
2008-01-31,394358,"Baltimore, MD",255270.0,-0.41780284854939786,-0.445071013293874
2008-02-29,394358,"Baltimore, MD",254423.0,-0.3318055392329655,-0.41780284854939786
2008-03-31,394358,"Baltimore, MD",253621.0,-0.315223073385662,-0.3318055392329655
2008-04-30,394358,"Baltimore, MD",251975.0,-0.6489998856561541,-0.315223073385662
2008-05-31,394358,"Baltimore, MD",250397.0,-0.6262526044250372,-0.6489998856561541
2008-06-30,394358,"Baltimore, MD",248266.0,-0.8510485349265351,-0.6262526044250372
2008-07-31,394358,"Baltimore, MD",246076.0,-0.8821183730353788,-0.8510485349265351
2008-08-31,394358,"Baltimore, MD",243518.0,-1.039516247013117,-0.8821183730353788
2008-09-30,394358,"Baltimore, MD",241326.0,-0.9001387987746301,-1.039516247013117
2008-10-31,394358,"Baltimore, MD",239155.0,-0.8996129716648871,-0.9001387987746301
2008-11-30,394358,"Baltimore, MD",237528.0,-0.680311931592481,-0.8996129716648871
2008-12-31,394358,"Baltimore, MD",235748.0,-0.7493853356235869,-0.680311931592481
2009-01-31,394358,"Baltimore, MD",233871.0,-0.7961891511274799,-0.7493853356235869
2009-02-28,394358,"Baltimore, MD",231625.0,-0.9603584882264204,-0.7961891511274799
2009-03-31,394358,"Baltimore, MD",229186.0,-1.0529951430113371,-0.9603584882264204
2009-04-30,394358,"Baltimore, MD",226651.0,-1.1060885045334312,-1.0529951430113371
2009-05-31,394358,"Baltimore, MD",223902.0,-1.2128779489170571,-1.1060885045334312
2009-06-30,394358,"Baltimore, MD",222011.0,-0.8445659261641203,-1.2128779489170571
2009-07-31,394358,"Baltimore, MD",220800.0,-0.5454684677786203,-0.8445659261641203
2009-08-31,394358,"Baltimore, MD",220349.0,-0.20425724637681553,-0.5454684677786203
2009-09-30,394358,"Baltimore, MD",219413.0,-0.424780688816373,-0.20425724637681553
2009-10-31,394358,"Baltimore, MD",218549.0,-0.39377794387752685,-0.424780688816373
2009-11-30,394358,"Baltimore, MD",217732.0,-0.3738292099254581,-0.39377794387752685
2009-12-31,394358,"Baltimore, MD",217053.0,-0.3118512666948403,-0.3738292099254581
2010-01-31,394358,"Baltimore, MD",216272.0,-0.35981995180900395,-0.3118512666948403
2010-02-28,394358,"Baltimore, MD",215263.0,-0.46654213212991014,-0.35981995180900395
2010-03-31,394358,"Baltimore, MD",214410.0,-0.3962594593590163,-0.46654213212991014
2010-04-30,394358,"Baltimore, MD",214322.0,-0.041042861806817044,-0.3962594593590163
2010-05-31,394358,"Baltimore, MD",214459.0,0.06392250912179431,-0.041042861806817044
2010-06-30,394358,"Baltimore, MD",214110.0,-0.16273506824148187,0.06392250912179431
2010-07-31,394358,"Baltimore, MD",213146.0,-0.4502358600719236,-0.16273506824148187
2010-08-31,394358,"Baltimore, MD",211381.0,-0.8280708997588482,-0.4502358600719236
2010-09-30,394358,"Baltimore, MD",209711.0,-0.7900426244553671,-0.8280708997588482
2010-10-31,394358,"Baltimore, MD",207826.0,-0.8988560447472982,-0.7900426244553671
2010-11-30,394358,"Baltimore, MD",205966.0,-0.8949794539662936,-0.8988560447472982
2010-12-31,394358,"Baltimore, MD",204074.0,-0.9185982152394079,-0.8949794539662936
2011-01-31,394358,"Baltimore, MD",202608.0,-0.7183668669208276,-0.9185982152394079
2011-02-28,394358,"Baltimore, MD",201410.0,-0.5912895838268928,-0.7183668669208276
2011-03-31,394358,"Baltimore, MD",200109.0,-0.6459460801350514,-0.5912895838268928
2011-04-30,394358,"Baltimore, MD",198208.0,-0.9499822596684804,-0.6459460801350514
2011-05-31,394358,"Baltimore, MD",196378.0,-0.923272521795282,-0.9499822596684804
2011-06-30,394358,"Baltimore, MD",194899.0,-0.7531393536954201,-0.923272521795282
2011-07-31,394358,"Baltimore, MD",193464.0,-0.7362787905530577,-0.7531393536954201
2011-08-31,394358,"Baltimore, MD",192313.0,-0.5949427283629016,-0.7362787905530577
2011-09-30,394358,"Baltimore, MD",191145.0,-0.6073432373266519,-0.5949427283629016
2011-10-31,394358,"Baltimore, MD",190412.0,-0.3834785110779726,-0.6073432373266519
2011-11-30,394358,"Baltimore, MD",189454.0,-0.5031195512887887,-0.3834785110779726
2011-12-31,394358,"Baltimore, MD",188740.0,-0.3768724861971773,-0.5031195512887887
2012-01-31,394358,"Baltimore, MD",187652.0,-0.5764543816890955,-0.3768724861971773
2012-02-29,394358,"Baltimore, MD",186935.0,-0.38209025216890957,-0.5764543816890955
2012-03-31,394358,"Baltimore, MD",186223.0,-0.38088105491213,-0.38209025216890957
2012-04-30,394358,"Baltimore, MD",185857.0,-0.19653855860983782,-0.38088105491213
2012-05-31,394358,"Baltimore, MD",185404.0,-0.24373577535417024,-0.19653855860983782
2012-06-30,394358,"Baltimore, MD",184758.0,-0.3484282971241148,-0.24373577535417024
2012-07-31,394358,"Baltimore, MD",184238.0,-0.2814492471232666,-0.3484282971241148
2012-08-31,394358,"Baltimore, MD",183762.0,-0.258361467232604,-0.2814492471232666
2012-09-30,394358,"Baltimore, MD",183578.0,-0.10012951535137704,-0.258361467232604
2012-10-31,394358,"Baltimore, MD",183418.0,-0.08715641307781574,-0.10012951535137704
2012-11-30,394358,"Baltimore, MD",183500.0,0.044706626394352966,-0.08715641307781574
2012-12-31,394358,"Baltimore, MD",183635.0,0.07356948228882665,0.044706626394352966
2013-01-31,394358,"Baltimore, MD",184130.0,0.2695564571024045,0.07356948228882665
2013-02-28,394358,"Baltimore, MD",184608.0,0.25959919622007277,0.2695564571024045
2013-03-31,394358,"Baltimore, MD",185666.0,0.5731062575836443,0.25959919622007277
2013-04-30,394358,"Baltimore, MD",186450.0,0.42226363469886063,0.5731062575836443
2013-05-31,394358,"Baltimore, MD",187535.0,0.5819254491820969,0.42226363469886063
2013-06-30,394358,"Baltimore, MD",188383.0,0.4521822593115843,0.5819254491820969
2013-07-31,394358,"Baltimore, MD",189540.0,0.6141743150921197,0.4521822593115843
2013-08-31,394358,"Baltimore, MD",190562.0,0.5392001688298009,0.6141743150921197
2013-09-30,394358,"Baltimore, MD",191585.0,0.5368331566629303,0.5392001688298009
2013-10-31,394358,"Baltimore, MD",192476.0,0.46506772450869427,0.5368331566629303
2013-11-30,394358,"Baltimore, MD",193482.0,0.522662565722487,0.46506772450869427
2013-12-31,394358,"Baltimore, MD",194088.0,0.31320743014853214,0.522662565722487
2014-01-31,394358,"Baltimore, MD",194462.0,0.192696096615963,0.31320743014853214
2014-02-28,394358,"Baltimore, MD",194509.0,0.024169246433758396,0.192696096615963
2014-03-31,394358,"Baltimore, MD",194151.0,-0.18405318005850768,0.024169246433758396
2014-04-30,394358,"Baltimore, MD",194228.0,0.039659852382945004,-0.18405318005850768
2014-05-31,394358,"Baltimore, MD",193844.0,-0.19770578907263303,0.039659852382945004
2014-06-30,394358,"Baltimore, MD",193936.0,0.0474608448030267,-0.19770578907263303
2014-07-31,394358,"Baltimore, MD",193656.0,-0.14437752660672043,0.0474608448030267
2014-08-31,394358,"Baltimore, MD",193654.0,-0.0010327591192682561,-0.14437752660672043
2014-09-30,394358,"Baltimore, MD",193287.0,-0.18951325560019328,-0.0010327591192682561
2014-10-31,394358,"Baltimore, MD",192975.0,-0.1614179950022554,-0.18951325560019328
2014-11-30,394358,"Baltimore, MD",192803.0,-0.08913071641404313,-0.1614179950022554
2014-12-31,394358,"Baltimore, MD",192812.0,0.004667977158034908,-0.08913071641404313
2015-01-31,394358,"Baltimore, MD",192857.0,0.023338796340466317,0.004667977158034908
2015-02-28,394358,"Baltimore, MD",192785.0,-0.03733336098767914,0.023338796340466317
2015-03-31,394358,"Baltimore, MD",192980.0,0.10114894831030341,-0.03733336098767914
2015-04-30,394358,"Baltimore, MD",192713.0,-0.13835630635299356,0.10114894831030341
2015-05-31,394358,"Baltimore, MD",192738.0,0.012972658824272898,-0.13835630635299356
2015-06-30,394358,"Baltimore, MD",192522.0,-0.11206923388226153,0.012972658824272898
2015-07-31,394358,"Baltimore, MD",192519.0,-0.0015582634711908128,-0.11206923388226153
2015-08-31,394358,"Baltimore, MD",192617.0,0.050904066611612286,-0.0015582634711908128
2015-09-30,394358,"Baltimore, MD",192909.0,0.1515961727158066,0.050904066611612286
2015-10-31,394358,"Baltimore, MD",193210.0,0.1560321187710212,0.1515961727158066
2015-11-30,394358,"Baltimore, MD",192858.0,-0.18218518710211296,0.1560321187710212
2015-12-31,394358,"Baltimore, MD",192729.0,-0.06688859160626226,-0.18218518710211296
2016-01-31,394358,"Baltimore, MD",192720.0,-0.004669769469045626,-0.06688859160626226
2016-02-29,394358,"Baltimore, MD",193362.0,0.3331257783312669,-0.004669769469045626
2016-03-31,394358,"Baltimore, MD",193531.0,0.08740083366949314,0.3331257783312669
2016-04-30,394358,"Baltimore, MD",193748.0,0.11212673938543194,0.08740083366949314
2016-05-31,394358,"Baltimore, MD",194071.0,0.1667113983112145,0.11212673938543194
2016-06-30,394358,"Baltimore, MD",194497.0,0.21950729372239852,0.1667113983112145
2016-07-31,394358,"Baltimore, MD",195152.0,0.3367661197859029,0.21950729372239852
2016-08-31,394358,"Baltimore, MD",195435.0,0.14501516766418643,0.3367661197859029
2016-09-30,394358,"Baltimore, MD",195983.0,0.2804001330365624,0.14501516766418643
2016-10-31,394358,"Baltimore, MD",196392.0,0.20869157018721385,0.2804001330365624
2016-11-30,394358,"Baltimore, MD",197238.0,0.4307711108395562,0.20869157018721385
2016-12-31,394358,"Baltimore, MD",197952.0,0.36199920907735716,0.4307711108395562
2017-01-31,394358,"Baltimore, MD",198604.0,0.3293727772389232,0.36199920907735716
2017-02-28,394358,"Baltimore, MD",198773.0,0.08509395581155488,0.3293727772389232
2017-03-31,394358,"Baltimore, MD",199078.0,0.15344136276054243,0.08509395581155488
2017-04-30,394358,"Baltimore, MD",199851.0,0.3882900169782655,0.15344136276054243
2017-05-31,394358,"Baltimore, MD",200393.0,0.2712020455239106,0.3882900169782655
2017-06-30,394358,"Baltimore, MD",200955.0,0.2804489178763747,0.2712020455239106
2017-07-31,394358,"Baltimore, MD",200839.0,-0.057724366151623574,0.2804489178763747
2017-08-31,394358,"Baltimore, MD",200990.0,0.07518460060047527,-0.057724366151623574
2017-09-30,394358,"Baltimore, MD",201068.0,0.03880790089059172,0.07518460060047527
2017-10-31,394358,"Baltimore, MD",201498.0,0.21385799828914642,0.03880790089059172
2017-11-30,394358,"Baltimore, MD",202029.0,0.2635261888455531,0.21385799828914642
2017-12-31,394358,"Baltimore, MD",202556.0,0.2608536398239769,0.2635261888455531
2018-01-31,394358,"Baltimore, MD",202892.0,0.16588005292363928,0.2608536398239769
2018-02-28,394358,"Baltimore, MD",203225.0,0.1641267275200642,0.16588005292363928
2018-03-31,394358,"Baltimore, MD",203675.0,0.22142945011687232,0.1641267275200642
2018-04-30,394358,"Baltimore, MD",204072.0,0.19491837486191876,0.22142945011687232
2018-05-31,394358,"Baltimore, MD",204433.0,0.17689834960210593,0.19491837486191876
2018-06-30,394358,"Baltimore, MD",204680.0,0.12082198079566009,0.17689834960210593
2018-07-31,394358,"Baltimore, MD",205140.0,0.22474105921437282,0.12082198079566009
2018-08-31,394358,"Baltimore, MD",205601.0,0.22472457833675463,0.22474105921437282
2018-09-30,394358,"Baltimore, MD",206085.0,0.23540741533358833,0.22472457833675463
2018-10-31,394358,"Baltimore, MD",206404.0,0.15479049906592657,0.23540741533358833
2018-11-30,394358,"Baltimore, MD",206675.0,0.13129590511811173,0.15479049906592657
2018-12-31,394358,"Baltimore, MD",206714.0,0.01887020684649965,0.13129590511811173
2019-01-31,394358,"Baltimore, MD",206884.0,0.08223922907979464,0.01887020684649965
2019-02-28,394358,"Baltimore, MD",207355.0,0.2276638116045726,0.08223922907979464
2019-03-31,394358,"Baltimore, MD",207702.0,0.16734585614044395,0.2276638116045726
2019-04-30,394358,"Baltimore, MD",208047.0,0.16610335962099487,0.16734585614044395
2019-05-31,394358,"Baltimore, MD",208385.0,0.162463289545145,0.16610335962099487
2019-06-30,394358,"Baltimore, MD",208773.0,0.1861938239316574,0.162463289545145
2019-07-31,394358,"Baltimore, MD",209147.0,0.17914193885224527,0.1861938239316574
2019-08-31,394358,"Baltimore, MD",209379.0,0.11092676442885363,0.17914193885224527
2019-09-30,394358,"Baltimore, MD",209708.0,0.15713132644630257,0.11092676442885363
2019-10-31,394358,"Baltimore, MD",210012.0,0.14496347301962142,0.15713132644630257
2019-11-30,394358,"Baltimore, MD",210229.0,0.10332742890881708,0.14496347301962142
2019-12-31,394358,"Baltimore, MD",210646.0,0.19835512702814917,0.10332742890881708
2020-01-31,394358,"Baltimore, MD",211068.0,0.20033610892207232,0.19835512702814917
2020-02-29,394358,"Baltimore, MD",211345.0,0.1312373263592681,0.20033610892207232
2020-03-31,394358,"Baltimore, MD",212303.0,0.45328727909341726,0.1312373263592681
2020-04-30,394358,"Baltimore, MD",212613.0,0.14601771995685908,0.45328727909341726
2020-05-31,394358,"Baltimore, MD",213006.0,0.1848428835489857,0.14601771995685908
2020-06-30,394358,"Baltimore, MD",212796.0,-0.0985887721472678,0.1848428835489857
2020-07-31,394358,"Baltimore, MD",200295.0,-5.874640500761297,-0.0985887721472678
2020-08-31,394358,"Baltimore, MD",202126.0,0.914151626351134,-5.874640500761297
2020-09-30,394358,"Baltimore, MD",205187.0,1.5144019077209192,0.914151626351134
2020-10-31,394358,"Baltimore, MD",213955.0,4.273175201157975,1.5144019077209192
2020-11-30,394358,"Baltimore, MD",215867.0,0.8936458601107811,4.273175201157975
2020-12-31,394358,"Baltimore, MD",220302.0,2.054505783653826,0.8936458601107811
2021-01-31,394358,"Baltimore, MD",220547.0,0.11121097402655433,2.054505783653826
2021-02-28,394358,"Baltimore, MD",223693.0,1.4264533183403039,0.11121097402655433
2021-03-31,394358,"Baltimore, MD",225077.0,0.618705100293715,1.4264533183403039
2021-04-30,394358,"Baltimore, MD",227799.0,1.2093639065742012,0.618705100293715
2021-05-31,394358,"Baltimore, MD",230618.0,1.2374944578334324,1.2093639065742012
